title,company,location,latitude,longitude,description,salary_min,salary_max,redirect_url,created,search_query,search_location,source,date_downloaded,job_level,min_outlier,max_outlier
"Technical Project Manager, AI, SDLC, Data, Digital, Global, Remote",Carrington Recruitment Solutions Ltd,W1A1AB,51.514584,-0.152839,"Technical Project Manager, AI, SDLC, Data, Digital, Global, Professional Services, PM Certified, Remote Technical Project Manager / Software Delivery Project Manager required to work for a Professional Services business based in Central London. However, this is Global role that may require some Global travel (fully expensed) but most of the work can be done from the comfort of your own home. Please read in full before applying…and you MUST have ... ",80000.0,100000.0,https://www.reed.co.uk/jobs/technical-project-manager-ai-sdlc-data-digital-global-remote/54660734,17/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Principal Data Engineer,IPS Group,Hampshire,51.0449814,-1.2433133,"Role:&nbsp; Principal Data Engineer Type:&nbsp; Permanent Location:&nbsp; Hampshire, London (Hybrid Working) Salary:&nbsp; 80,000 - 90,000 Benefits Are you an experienced Data Engineer ready to take the next step into a strategic, hands-on leadership role? This is a fantastic opportunity to join a well-established organisation with a long-standing heritage and a strong customer-first ethos, operating at scale within the insurance sector. They ar... ",85000.0,95000.0,https://www.reed.co.uk/jobs/principal-data-engineer/54848162,15/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,False
"Technical Portfolio Manager, AI Programme Manager, Remote",Carrington Recruitment Solutions Ltd,W1A1AB,51.514584,-0.152839,"Technical Portfolio Manager, Programme Manager, Technical Delivery Manager, Mainly Remote Technical Portfolio Manager (TPM) required to work for a Professional Services business based in Central London. However, this is Global role that may require some Global travel (fully expensed) but most of the work can be done from the comfort of your own home. The TPM is responsible for the strategic oversight and successful delivery of a portfolio of tec... ",80000.0,110000.0,https://www.reed.co.uk/jobs/technical-portfolio-manager-ai-programme-manager-remote/54795015,06/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
"Head of Data - Data Architecture, Strategy/Governance - to £140k +Bonus",Comtecs Ltd,EC1Y8YY,51.52101,-0.090164,"Head of Data - Data Architecture, Data Strategy/Governance, Data Science/Analysis/Engineering; frameworks, data operating model (TOM), compliance, risk, automation; management information (MI) reporting, PowerBI, SQL, ADF, Azure Data Warehousing / Data Lakes. Permanent, London / Hybrid (3/2) 125k - 140k (Negotiable) Bonus Benefits Global organisation seeks Head of Data to lead strategy around data architecture, data governance, platform enhancem... ",125000.0,140000.0,https://www.reed.co.uk/jobs/head-of-data-data-architecture-strategy-governance-to-140k-bonus/54860215,17/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Data Architect,Tenth Revolution Group,London,51.5074456,-0.1277653,My client is based in the London area are currently looking to recruit for an experienced Data Architect to join their team. They are one of the leaders within the consulting space and are currently going through a period of growth and are looking for an experienced Data Architect to join their team. They are backed by a huge Multi National equity firm who are looking to bolster my clients financial position. They are expected to see year on yea... ,90000.0,100000.0,https://www.reed.co.uk/jobs/data-architect/54843263,15/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Data Modeler,Tenth Revolution Group,London,51.5074456,-0.1277653,"My client is based in the London area are currently looking to recruit for an experienced Data Modeler to join their team. They are one of the leaders within the consulting space and are currently going through a period of growth and are looking for an experienced Modeler to join their team. They are backed by a huge Multi National equity firm who are looking to bolster my clients financial position. They are expected to see year on year growth,... ",90000.0,100000.0,https://www.reed.co.uk/jobs/data-modeler/54843309,15/04/2025,data science,England,reed,2025-04-22 18:37:11,Mid-level,True,True
"Senior Business Analyst, Data",Arc IT Recruitment,EC1V0AA,51.523383,-0.100112,"Senior Business Analyst, Data To 85K bonus &amp; benefits London, hybrid Senior Business Analyst is sought by global and highly prestigious insurance group to join its fast-moving and cutting-edge data function. This role sits within a team responsible for driving data-led transformation, delivering scalable solutions and supporting business-wide strategy through insightful analysis and effective stakeholder engagement. This role will see you wo... ",85000.0,85000.0,https://www.reed.co.uk/jobs/senior-business-analyst-data/54760937,01/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,False
"Applied Research SW Engineer AI/ML, Python, C++, Masters/PhD",Hays Specialist Recruitment Limited,Guildford,51.2356068,-0.5732063,"Applied Research Software Engineer (AI/ML, Python/Julia, C , Masters or PhD) Guildford, Surrey (On-site) 65000 - 140,000 25% Bonus, 10% Pension, Private Medical . - A Masters or PhD Degree in Computing or STEM disciplines. - Can work full-time, 5 days a week in Guildford in the office. Your new company This leading Software provider are looking to bolster their engineering team with an experienced Applied Research Software Engineer. You will be ... ",65000.0,140000.0,https://www.reed.co.uk/jobs/applied-research-sw-engineer-ai-ml-python-c-masters-phd/54852395,16/04/2025,data science,England,reed,2025-04-22 18:37:11,Mid-level,False,True
Privacy & Data Associate,Douglas Scott Legal Recruitment ,EC4M9DQ,51.513469,-0.093823,"A top 50 international law firm with a strong presence in London is seeking talented and ambitious Associates with 1 and 4 years PQE to join the growing Cyber and Data Privacy team. In this role, you will provide expert legal advice on data protection, privacy laws, cybersecurity matters, and emerging digital regulations to a diverse clientele, including multinational corporations, technology firms, and financial institutions. Known for its comm... ",97000.0,115000.0,https://www.reed.co.uk/jobs/privacy-data-associate/54857666,17/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Data Architect,Futures Recruitment,York,53.9656578,-1.0743052,"We are looking for an experienced Senior Data Architect to lead data transformation for a leading manufacturing company in York. You will be responsible for designing and implementing a robust data strategy, integrating SAP BW data into a scalable ecosystem. The role focuses on optimising data accessibility, transformation, and analytics to support data-driven decision-making across the business. Key Responsibilities Develop Data Strategy: Desig... ",90000.0,120000.0,https://www.reed.co.uk/jobs/senior-data-architect/54638954,13/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Lead Data Engineer,Tenth Revolution Group,London,51.5074456,-0.1277653,"My client is based in the London area are currently looking to recruit for an experienced Lead Data Engineer to join their Data &amp; AI Consulting team. They are a specialist insurance organisation, that are at the forefront of engineering practices. They are currently going through a period of growth and are looking for an experienced Lead Data Engineer to join their team. They only recruit the &quot;best&quot; talent and have a diverse workfo... ",90000.0,100000.0,https://www.reed.co.uk/jobs/lead-data-engineer/54838346,14/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Lead Data Engineer,Method Resourcing,London,51.5074456,-0.1277653,"Data Engineer | Python | SQL | Azure | ADF | Databricks | Consultancy Lead Data Engineer - Up to 100,000 15% Bonus &amp; Benefits London - Hybrid (2 days in office) Method Resourcing have partnered exclusively with a leading Data Consultancy to hire a Data Engineering Lead to work on a variety of innovative projects. You will be responsible for the delivery of technical projects, and leading a small team of Consultants. As an overview, you can e... ",90000.0,100000.0,https://www.reed.co.uk/jobs/lead-data-engineer/54639978,13/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Data Manager,Page Group,N11AA,51.539746,-0.103053,"Senior leader in data to head up the strategy and development of the data function within a fast grwoth Fintech organisation Client Details The company is a leading global embedded financing platform, trusted by many of the world's top e-commerce sites, tech companies, and payment service providers. Our advanced software platform and APIs empower our partners to offer flexible financing products under their own branding, reaching a broad merchan... ",120000.0,145000.0,https://www.reed.co.uk/jobs/senior-data-manager/54805486,08/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior / Lead Fullstack Engineer,Metamindz UK,London,51.5074456,-0.1277653,"Metamindz is a fast-growing UK-based IT software company. We help by providing fractional CTOs as-a-service, building digital products, hiring technical talent, and conducting tech due diligence. We’re looking for a Senior/Lead Full Stack Engineer to join one of our most exciting product partners. This is an early-stage ed-tech company working on a powerful tool to support neurodiverse learners in schools, starting with automated dyslexia and co... ",70000.0,100000.0,https://www.reed.co.uk/jobs/senior-lead-fullstack-engineer/54848191,15/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
"Data Design Manager, Azure",Arc IT Recruitment,EC3A5AF,51.514256,-0.078458,"Data Design Manager, Azure London/Hybrid Circa 110k bonus excellent benefits Azure, Databricks &nbsp; Data Design Manager with extensive Azure experience is sought by ever growing insurance group in the City of London.&nbsp; You will be leading the architecture and development of their data platform in Azure and Databricks, as well as defining the data platform strategy and leading a team of Solution Architects. &nbsp;&nbsp; Key Responsibilities... ",110000.0,110000.0,https://www.reed.co.uk/jobs/data-design-manager-azure/54749187,31/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
"Lead Data Engineer - AWS - £100,000 - Hybrid - London",Tenth Revolution Group,London,51.5074456,-0.1277653,"Data Engineer - AWS - 100,000 - Hybrid - London Company Overview: My client is a trusted partner for major clients across a range of data-driven industries such as banking, insurance, health-care, retail, and more! With a global presence spanning continents and tens of thousands of professionals, there is no better place to grow and advance your career. Due to their commitment and motivation to stay at the top of their industry, there is constan... ",90000.0,100000.0,https://www.reed.co.uk/jobs/lead-data-engineer-aws-100000-hybrid-london/54856355,17/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Lead ML Engineer / Senior Machine Learning / Remote,MYO Talent,EC1A1BB,51.524502,-0.112088,"Lead / Senior ML Engineer / Machine Learning Engineer / Lead Engineer / Data Pipelines / Data Science / Models / Azure / Python / Pandas / SQL / Software Engineering / DevOps / Developer / Manager / Remote / Home based / Permanent / Salary 80,000 - 110,000 15% bonus benefits. One of our leading clients is looking to recruit a Lead ML Engineer / Lead / Senior ML Engineer. Location - Remote / Home based - may require occasional trip to London Perm... ",80000.0,110000.0,https://www.reed.co.uk/jobs/lead-ml-engineer-senior-machine-learning-remote/54738035,29/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Sr. Machine Learning Engineer Software Engineer ClimateTech,Robert Walters,London,51.5074456,-0.1277653,"Our client is at the forefront of the energy, transport, and industrial sectors' rapid transformation, providing customers with actionable intelligence to compete and win. They combine comprehensive project, funding, and partnership data with expert insights and advanced tools to empower investors, corporates, and governments. They are now seeking a Senior Machine Learning Software Engineer to join their dynamic team. This role offers an excitin... ",120000.0,140000.0,https://www.reed.co.uk/jobs/sr-machine-learning-engineer-software-engineer-climatetech/54841047,14/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Machine Learning Engineer,Robert Walters,London,51.5074456,-0.1277653,"Our client is at the forefront of the energy, transport, and industrial sectors' rapid transformation, providing customers with actionable intelligence to compete and win. They combine comprehensive project, funding, and partnership data with expert insights and advanced tools to empower investors, corporates, and governments. They are now seeking a Senior Machine Learning Software Engineer to join their dynamic team. This role offers an excitin... ",120000.0,140000.0,https://www.reed.co.uk/jobs/senior-machine-learning-engineer/54752759,01/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Machine Learning Engineer,Robert Walters,London,51.5074456,-0.1277653,"Our client is at the forefront of the energy, transport, and industrial sectors' rapid transformation, providing customers with actionable intelligence to compete and win. They combine comprehensive project, funding, and partnership data with expert insights and advanced tools to empower investors, corporates, and governments. They are now seeking a Senior Machine Learning Software Engineer to join their dynamic team. This role offers an excitin... ",120000.0,140000.0,https://www.reed.co.uk/jobs/senior-machine-learning-engineer/54697093,24/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Machine Learning Engineer,Harnham - Data & Analytics Recruitment,Manchester,53.4794892,-2.2451148,"Senior ML Engineer Salary: 100,000- 115,000 equity and bonus Location: Remote within the UK, with biannual global meetups We are partnering with a cryptocurrency analytics firm that helps clients identify market opportunities, perform due diligence, and safeguard portfolios. The company is enhancing its strategic focus on AI and ML. Role and Responsibilities Design and manage AI models to process vast blockchain data sets. Identify key patterns ... ",100000.0,115000.0,https://www.reed.co.uk/jobs/senior-machine-learning-engineer/54630908,12/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Java Engineer,Understanding Recruitment,Basingstoke,51.262826,-1.0861976,"Are you a PhD graduate looking to work with the latest technologies to help individuals embrace greener lifestyles? Core Java Developer - Energy-as-a-Service (PhD) 90k-125k | Remote role In a time when environmental awareness is growing and energy prices are rising, imagine joining a community that helps people adopt greener lifestyles while using advanced technology to keep expenses in check! We are excited to continue our partnership with an i... ",90000.0,125000.0,https://www.reed.co.uk/jobs/java-engineer/54677953,20/03/2025,data science,England,reed,2025-04-22 18:37:11,Graduate,True,True
Engineering Manager,Xpertise Recruitment Ltd,W67NL,51.495616,-0.224255,"Global Leader in Customer Data Science – Engineering Manager Opportunity They are a global leader in Customer Data Science, empowering businesses everywhere to compete and thrive in the modern data-driven economy. Their mission is to enable businesses to grow and reimagine themselves by becoming advocates and champions for their customers. With deep expertise in retail – one of the world’s most competitive markets – they empower businesses acros... ",95000.0,105000.0,https://www.reed.co.uk/jobs/engineering-manager/54733212,28/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Enterprise Architect,Gleeson Recruitment Group,Lichfield,52.6843696,-1.8275286,"ENTERPRISE ARCHITECT (AWS) Hybrid working - 1 day per week in Lichfield Salary Range: 90,000 - 105,000 This brand new role as an Enterprise Architect is pivotal in optimising IT infrastructure and aligning technology strategies with business goals, making it an ideal position for ambitious professionals looking to make a significant impact. This global organisation is looking for an Enterprise Architect who has experience working at a global lev... ",90000.0,105000.0,https://www.reed.co.uk/jobs/enterprise-architect/54662721,18/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
AWS Technical Architect,Gleeson Recruitment Group,Lichfield,52.6843696,-1.8275286,"AWS TECHNICAL ARCHITECT Hybrid working - 1 day per week in Lichfield This brand new role as a Technical Architect is pivotal in optimising IT infrastructure and aligning technology strategies with business goals, making it an ideal position for ambitious professionals looking to make a significant impact. You would join a small IT team and be comfortable jumping in and working as both the solution and technical architect. The focus for the busin... ",90000.0,105000.0,https://www.reed.co.uk/jobs/aws-technical-architect/54817194,09/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Head of IT,Prospectus IT Recruitment,ST61AJ,53.049,-2.193,Lead IT strategy across hybrid cloud and secure infrastructure. Scale enterprise platforms supporting global financial clients. Join a high-growth SaaS firm with hybrid flexibility and investment backing. Head of IT&nbsp; A market-leading B2B SaaS business operating at the forefront of fraud and financial crime prevention is seeking a Head of IT to lead the next stage of its technology evolution. The organisation powers some of the most critical... ,100000.0,100000.0,https://www.reed.co.uk/jobs/head-of-it/54845284,15/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Software Engineer - High-Performance Sports Technology,McGregor Boyall,Surrey,51.2715316,-0.3414524,"Senior Software Engineer - High-Performance Motorsport Technology Location: Woking, Surrey (Hybrid) Salary: 65K- 95K DOE The Role I'm currently representing a prestigious engineering organization operating at the highest level of competitive motorsport. My client is seeking experienced full-stack engineers with strong .NET expertise to join their software and data science department. This is an exciting opportunity to be part of an ambitious ini... ",80000.0,100000.0,https://www.reed.co.uk/jobs/senior-software-engineer-high-performance-sports-technology/54810874,08/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Senior Fullstack TypeScript Developer (Exposure to GenAI),Avanti,West London,51.532568,-0.4807,"Senior Fullstack TypeScript Developer (Exposure to GenAI) London Paddington - Hybrid ??????? 85k - 105k - Perm Avanti Recruitment is working with an AI Cyber product engineering scale up with multi million dollar Silicon Valley backing. You would join a top 1% company in terms of growth, as well as a team of exceptional Software Developers (Stack is Node.js / TypeScript / AWS) and get exciting exposure to AI technologies across Generative AI and... ",80000.0,105000.0,https://www.reed.co.uk/jobs/senior-fullstack-typescript-developer-exposure-to-genai/54660601,17/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
AWS Enterprise / Technical Architect,Gleeson Recruitment Group,Lichfield,52.6843696,-1.8275286,"AWS ENTERPRISE / TECHNICAL ARCHITECT Hybrid working - 1 day per week in Lichfield Salary Range: 90,000 - 105,000 This brand new role as an Enterprise Architect is pivotal in optimising IT infrastructure and aligning technology strategies with business goals, making it an ideal position for ambitious professionals looking to make a significant impact. This global organisation is looking for an Enterprise Architect who has experience working at a ... ",90000.0,105000.0,https://www.reed.co.uk/jobs/aws-enterprise-technical-architect/54797338,07/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Credit Risk Manager - SME Lending,Harnham - Data & Analytics Recruitment,London,51.5074456,-0.1277653,"SENIOR CREDIT RISK MANAGER - SME LENDING 100-120,000 LONDON (3 days p/w) THE COMPANY This is an exciting opportunity with an ambitious FinTech that focus on harnessing data to enhance their lending decisions. This business have been growing in recent years and are now in an excellent position where they are targeting further success across multiple geographies. THE ROLE Developing lending strategies, specifically in acquisitions and ECM, to enha... ",100000.0,120000.0,https://www.reed.co.uk/jobs/senior-credit-risk-manager-sme-lending/54759200,01/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior C# Developer .Net AWS - FinTech,Client Server Ltd.,NW11AD,51.528566,-0.131743,"Senior C# Developer / Software Engineer (C# .Net AWS Python) London / WFH to 100k Would you like to join a growing and profitable start-up that is viewed as a leading FinTech disruptor in a senior role that will allow you a great deal of influence and progression? As a Senior C# Developer you will architect and build highly performant and scalable solutions using the Microsoft tech stack and SOLID design principles, collaborating with cross func... ",85000.0,100000.0,https://www.reed.co.uk/jobs/senior-c-developer-net-aws-fintech/54797760,07/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Insights Lead,Sanderson,Bristol,51.4538022,-2.5972985,"Who are Diligenta? Diligenta's vision is to be acknowledged as Best in-class Platform based Life and Pensions Administration Service provider. Customer service is at the heart of everything we do, and our aim is to transform our clients' operations. A business that has been described as 'home' by existing employees, we drive a culture that is founded on positive change and development. Summary of the role: As an Insights Lead, you will play a ke... ",83738.0,83738.0,https://www.reed.co.uk/jobs/insights-lead/54704735,25/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,False
Senior Software Engineer (Hybrid),Avanti,West London,51.532568,-0.4807,"Senior Software Engineer - West London (W2) - Hybrid 2 days per week in the office 80k to 100k DOE Avanti Recruitment is currently partnering with a top 1% growth scale up in the SaaS product world. Their AI Cyber Product has attracted millions of dollars in Silicon Valley investment, whilst the company has built solid foundations and achieved enormous success since starting up in 2020. Are you a solution-oriented Software Developer with a good ... ",80000.0,100000.0,https://www.reed.co.uk/jobs/senior-software-engineer-hybrid/54771452,02/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Chief Information Security Officer - CISO,Teemz Ltd,RG215NB,51.269106,-1.087821,"Chief Information Security Officer - CISO, Up to 160,000 15% Bonus Benefits, 90% Remote Working Included, South East, High Growth Company with double digit growth over the last 5 years Overview of the Chief Information Security Officer: We are seeking a highly experienced and strategic Chief Information Security Officer (CISO) to lead our clients global security strategy and operations. The CISO will be responsible for developing, implementing, ... ",14000.0,160000.0,https://www.reed.co.uk/jobs/chief-information-security-officer-ciso/54859253,17/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Senior Software Engineer (Hybrid),Avanti,West London,51.532568,-0.4807,"Senior Software Engineer - West London (W2) - Hybrid 2 days per week in the office 80k to 100k DOE Avanti Recruitment is currently partnering with a top 1% growth scale up in the SaaS product world. Their AI Cyber Product has attracted millions of dollars in Silicon Valley investment, whilst the company has built solid foundations and achieved enormous success since starting up in 2020. Are you a solution-oriented Software Developer with a good ... ",80000.0,100000.0,https://www.reed.co.uk/jobs/senior-software-engineer-hybrid/54771452,02/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Java Developer - Algorithmic Trading,Client Server Ltd.,EC2V6EE,51.513635,-0.091705,"Java Developer / Backend Software Engineer London to 110k Are you a bright, ambitious Java Developer with a strong knowledge of core Java and an eagerness to learn and progress your career working on complex financial trading systems? You could be joining the Investment Management arm of a global bank. As a Java Developer you will research strategies for tailoring prices and controlling the behaviour of auto-hedging, you'll write production qual... ",80000.0,110000.0,https://www.reed.co.uk/jobs/java-developer-algorithmic-trading/54744160,31/03/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,False,True
Front End Developer TypeScript React - FinTech,Client Server Ltd.,NE16SQ,54.971766,-1.610406,"Front End Developer / Software Engineer (TypeScript React) *Newcastle onsite* to 120k Do you have a first class education combined with commercial TypeScript and React skills? You could be progressing your career at a start-up Investment Management firm that have secure backing and an established Hedge Fund client as a partner, in a role that you can shape and influence. As a Front End Developer you'll take ownership of technical projects, desig... ",90000.0,120000.0,https://www.reed.co.uk/jobs/front-end-developer-typescript-react-fintech/54776325,03/04/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,True,True
Lead Machine Learning Engineer,Rise Technical Recruitment Limited,London,51.5074456,-0.1277653,"Lead ML Engineer London - Hybrid (1 day per week in office) 80,000 - 100,000 DOE Bonus (up to 15%) Excellent Pension Car Scheme Technology Benefits EAP Programme Flexible working This is an incredible opportunity for a Lead ML Engineer to join a fast paced and forward-thinking business always looking to innovate and lead from the front in the technology world. The company are a leading organisation in the energy sector, dedicated to delivering i... ",80000.0,100000.0,https://www.reed.co.uk/jobs/lead-machine-learning-engineer/54745710,31/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,False,True
Lead Backend Software Engineer Go / Golang,Client Server Ltd.,W1D3QU,51.514654,-0.132846,Lead Backend Software Engineer (Go / Golang) London / WFH to 120k Do you have expertise with backend software engineering combined with Go / Golang coding skills and real-time messaging experience? You could be progressing your career in a hands-on technical leadership role at a global cryptocurrency market data and trade execution technology company that is experiencing great success and is growing as a result. As a Lead Backend Software Engine... ,100000.0,120000.0,https://www.reed.co.uk/jobs/lead-backend-software-engineer-go-golang/54766772,02/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Lead Backend Developer Node - Finance,Client Server Ltd.,W1D7EQ,51.511093,-0.133943,Lead Backend Developer / Engineer (Node API JavaScript CFA) London / WFH to 120k Are you a lead technologist with strong financial services experience combined with Node.js backend development expertise? You could be progressing your career in a hands-on leadership role at a global cryptocurrency market data and trade execution technology company that is experiencing great success and is growing as a result. As a Lead Backend Developer you will ... ,100000.0,120000.0,https://www.reed.co.uk/jobs/lead-backend-developer-node-finance/54765905,02/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
TypeScript / React Developer (Full Stack),Ncounter,E140AD,51.510068,-0.015626,"TypeScript / React Developer (Full Stack) Join a pioneering FX and Trading Software technology company that is transforming the global FinTech landscape. With continued international growth and an expanding suite of innovative products, we are seeking TypeScript (React) and Python Full Stack Engineers to join our Market Data Integration division. This is a unique opportunity to shape the future of a flagship platform used by the world’s leading ... ",125000.0,150000.0,https://www.reed.co.uk/jobs/typescript-react-developer-full-stack/54711867,25/03/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,True,True
C# Software Engineer Desktop Trading Systems,Client Server Ltd.,SW71DR,51.5,-0.163,"C# Software Engineer / Developer (Windows Desktop Trading Systems) London to 140k Are you a seasoned Software Engineer with strong C# desktop development skills combined with banking / financial services experience? You could be progressing your career at a Hedge Fund with over $10 billion under management. As a C# Software Engineer you will work on critical systems across front, middle and back office systems to support trading, operations, fin... ",100000.0,140000.0,https://www.reed.co.uk/jobs/c-software-engineer-desktop-trading-systems/54869630,22/04/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,True,True
Senior C# Developer Desktop Trading Systems,Client Server Ltd.,SW71DR,51.5,-0.163,"Senior C# Developer / Software Engineer (Windows Desktop Trading Systems) London to 140k Are you a Senior C# Developer with strong Windows desktop development skills combined with banking / financial services experience? You could be progressing your career at a Hedge Fund with over $10 billion under management. As a Senior C# Developer you will work on critical systems across front, middle and back office systems to support trading, operations,... ",100000.0,140000.0,https://www.reed.co.uk/jobs/senior-c-developer-desktop-trading-systems/54752490,01/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
"Scientific Software Engineers C++, Masters or PhD",Hays Specialist Recruitment Limited,Guildford,51.2356068,-0.5732063,"Scientific Software Engineers (C , Masters or PhD) Guildford, Surrey (On-site) 65000 - 120,000 25% Bonus, 10% Pension, Private Medical. - Eligible to work in the UK without Visa Sponsorship.- A Masters or PhD Degree in Engineering, Science, Computing, Geology or Mathematics disciplines. - Can work full-time, 5 days a week in Guildford in the office. Your new company This leading Software provider are looking to bolster their engineering team wit... ",60000.0,120000.0,https://www.reed.co.uk/jobs/scientific-software-engineers-c-masters-or-phd/54837158,14/04/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,False,True
Java Software Engineer - Algorithmic Trading,Client Server Ltd.,EC2V6EE,51.513635,-0.091705,"Java Software Engineer / Developer London to 110k Are you a bright, ambitious Software Engineer with a strong knowledge of core Java and an eagerness to learn and progress your career working on complex financial trading systems? You could be joining the Investment Management arm of a global bank. As a Java Software Engineer you will research strategies for tailoring prices and controlling the behaviour of auto-hedging, you'll write production q... ",80000.0,110000.0,https://www.reed.co.uk/jobs/java-software-engineer-algorithmic-trading/54822314,10/04/2025,data science,England,reed,2025-04-22 18:37:11,Unknown,False,True
Head of Valuations,Harnham - Data & Analytics Recruitment,London,51.5074456,-0.1277653,"HEAD OF VALUATIONS UP TO 130,000 LONDON SPONSERSHIP OFFERED THE COMPANY The company is Fin-Tech aiming to create better solutions for customers money needs. They offer a range of products including, car finance, home improvement loans, credit cards, and savings to name a few. THE ROLE The role is a great opportunity for an experienced credit risk analyst looking to take a step up and have a commercial impact. You will be responsible for developi... ",90000.0,130000.0,https://www.reed.co.uk/jobs/head-of-valuations/54727207,27/03/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Software Developer C# .Net - FinTech,Client Server Ltd.,NE16SQ,54.971766,-1.610406,"Senior Software Engineer / Developer (C# .Net) *Newcastle onsite* to 130k Are you a Senior Software Engineer looking for an opportunity to progress your career, working on complex and interesting systems in an impactful role? You could be joining a FinTech start-up as a founding member, they have secure backing and an established Hedge Fund client as a partner. As a Senior Software Engineer you will collaborate with a small, talented team to del... ",100000.0,130000.0,https://www.reed.co.uk/jobs/senior-software-developer-c-net-fintech/54827820,11/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Software Engineer C# .Net - relocate to Newcastle!,Client Server Ltd.,EC2V6EE,51.513635,-0.091705,"Senior Software Engineer / Developer (C# .Net) *Newcastle onsite* to 130k Are you a Senior Software Engineer looking to escape the hustle and bustle of London and relocate to somewhere with stunning scenery and a better quality of life (there's also great restaurants and bars!)? You could be joining a rapidly scaling FinTech start-up based in Newcastle, progressing your career and working on complex and interesting systems in an impactful role. ... ",100000.0,130000.0,https://www.reed.co.uk/jobs/senior-software-engineer-c-net-relocate-to-newcastle/54869591,22/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Senior Software Engineer C# .Net - relocate to Newcastle!,Client Server Ltd.,EC2V6EE,51.513635,-0.091705,"Senior Software Engineer / Developer (C# .Net) *Newcastle onsite* to 130k Are you a Senior Software Engineer looking to escape the hustle and bustle of London and relocate to somewhere with stunning scenery and a better quality of life (there's also great restaurants and bars!)? You could be joining a rapidly scaling FinTech start-up based in Newcastle, progressing your career and working on complex and interesting systems in an impactful role. ... ",100000.0,130000.0,https://www.reed.co.uk/jobs/senior-software-engineer-c-net-relocate-to-newcastle/54869591,22/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
Machine Learning Engineer,Harnham - Data & Analytics Recruitment,Leeds,53.7974185,-1.5437941,"AI Engineer / ML Engineer - CRYPTO - REMOTE We are collaborating with a cryptocurrency analytics firm that assists clients in identifying market opportunities, conducting due diligence, and protecting portfolios. The company is expanding its strategic capabilities in AI &amp; ML. They are seeking a skilled and driven Senior AI/ML Engineer to join their team. In this position, you will design and manage AI models to process extensive blockchain d... ",100000.0,130000.0,https://www.reed.co.uk/jobs/machine-learning-engineer/54841958,14/04/2025,data science,England,reed,2025-04-22 18:37:11,Senior,True,True
